Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000000048,2220106,72436,FedEx Ground Economy,04/29/2025,05/04/2025,59.9,61.46,33.5,27.5,63.1,Y,63.87
TRK20250000000048,2220106,72436,FedEx Home Delivery,04/27/2025,05/02/2025,109.61,117.99,3.2,16.9,14.9,Y,148.82
TRK20250000000049,2220107,30662,FedEx Ground Economy,08/16/2025,08/20/2025,155.36,172.44,46.6,21.2,87.3,Y,245.77
TRK20250000000049,2220107,30662,FedEx Home Delivery,08/14/2025,08/16/2025,151.5,164.78,4.7,53.5,77.2,Y,185.58
TRK20250000000049,2220107,30662,FedEx Home Delivery,08/16/2025,08/17/2025,193.79,228.42,11.3,31.2,75.7,Y,260.62
TRK20250000000049,2220107,30662,FedEx Home Delivery,08/15/2025,08/16/2025,149.97,155.51,30.1,56.4,41.7,Y,123.01
TRK20250000000049,2220107,30662,FedEx Home Delivery,08/17/2025,08/19/2025,95.24,106.71,45.0,11.6,14.3,Y,122.67
TRK20250000000050,2220111,32036,FedEx Home Delivery,07/28/2025,07/30/2025,57.42,57.78,18.1,8.0,34.5,Y,60.57
TRK20250000000051,2220112,48873,FedEx Home Delivery,05/28/2025,05/30/2025,63.34,66.9,24.2,16.6,22.5,Y,104.01
TRK20250000000051,2220112,48873,FedEx Ground Economy,06/01/2025,06/10/2025,102.32,119.64,17.6,56.4,71.9,Y,88.06
TRK20250000000051,2220112,48873,FedEx Home Delivery,05/31/2025,06/04/2025,189.62,208.53,44.5,30.9,33.6,Y,237.14
TRK20250000000051,2220112,48873,FedEx Home Delivery,06/01/2025,06/06/2025,56.75,62.95,9.4,57.4,78.8,Y,56.83
TRK20250000000051,2220112,48873,FedEx Home Delivery,05/28/2025,06/02/2025,191.17,195.29,15.8,13.1,23.7,Y,157.41
TRK20250000000051,2220112,48873,FedEx Home Delivery,06/01/2025,06/04/2025,40.79,46.13,53.6,33.9,56.8,Y,53.54
TRK20250000000051,2220112,48873,FedEx Ground Economy,05/28/2025,05/30/2025,180.97,200.81,40.3,17.1,28.5,Y,151.85
TRK20250000000052,2220113,21947,FedEx Home Delivery,04/02/2025,04/06/2025,5.44,5.58,15.0,23.1,77.2,Y,9.51
TRK20250000000052,2220113,21947,FedEx Home Delivery,04/03/2025,04/06/2025,164.54,167.05,40.0,48.2,40.0,Y,257.43
TRK20250000000052,2220113,21947,FedEx Ground Economy,03/30/2025,04/04/2025,75.36,82.24,33.3,21.1,43.7,Y,119.72
TRK20250000000052,2220113,21947,FedEx Home Delivery,04/03/2025,04/04/2025,150.52,173.45,53.2,17.1,40.1,Y,274.3
TRK20250000000052,2220113,21947,FedEx Home Delivery,04/01/2025,04/03/2025,104.08,124.79,4.5,47.7,53.1,Y,161.72
TRK20250000000052,2220113,21947,FedEx Home Delivery,03/31/2025,04/05/2025,30.65,32.43,14.8,34.3,53.6,Y,41.54
TRK20250000000053,2220117,51107,FedEx Home Delivery,07/31/2025,08/03/2025,192.4,219.79,21.2,52.0,62.3,Y,337.11
TRK20250000000053,2220117,51107,FedEx Home Delivery,08/01/2025,08/04/2025,57.49,60.5,35.8,13.3,82.1,Y,74.08
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/27/2025,07/29/2025,65.78,74.49,52.3,49.6,61.9,Y,112.11
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/29/2025,08/03/2025,3.62,3.86,11.7,11.7,55.1,Y,6.22
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/25/2025,07/30/2025,30.12,32.22,17.8,35.1,7.5,Y,39.47
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/29/2025,07/31/2025,25.53,27.84,10.8,6.0,52.0,Y,20.9
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/28/2025,07/30/2025,4.16,4.23,57.3,15.9,87.1,Y,3.97
TRK20250000000054,2220118,59346,FedEx Home Delivery,07/27/2025,07/31/2025,140.16,161.27,54.1,32.9,58.7,Y,138.73
TRK20250000000055,2220119,86075,FedEx Home Delivery,05/09/2025,05/12/2025,155.6,176.89,33.5,50.1,32.6,Y,278.87
TRK20250000000055,2220119,86075,FedEx Ground Economy,05/11/2025,05/13/2025,82.58,91.89,38.6,30.7,53.4,Y,59.92
TRK20250000000055,2220119,86075,FedEx Ground Economy,05/12/2025,05/16/2025,88.23,90.15,46.6,37.7,12.2,Y,57.13
TRK20250000000055,2220119,86075,FedEx Ground Economy,05/08/2025,05/15/2025,8.69,9.06,42.4,5.3,41.1,Y,12.55
TRK20250000000056,2220120,7869,FedEx Ground Economy,09/24/2025,09/30/2025,94.88,100.27,4.3,16.9,54.2,Y,64.47
TRK20250000000057,2220122,34289,FedEx Ground Economy,11/27/2025,12/03/2025,136.38,160.63,6.7,12.8,58.7,Y,222.95
TRK20250000000057,2220122,34289,FedEx Home Delivery,11/30/2025,12/02/2025,68.46,73.81,44.9,12.8,46.4,Y,69.98
TRK20250000000057,2220122,34289,FedEx Ground Economy,11/30/2025,12/08/2025,109.41,115.88,19.2,45.7,47.6,Y,76.58
TRK20250000000057,2220122,34289,FedEx Ground Economy,11/30/2025,12/04/2025,61.74,65.85,9.9,44.9,9.7,Y,40.64
TRK20250000000057,2220122,34289,FedEx Home Delivery,11/30/2025,12/01/2025,170.58,179.71,18.1,54.6,89.3,Y,231.94
TRK20250000000058,2220123,97762,FedEx Home Delivery,04/05/2025,04/06/2025,106.95,117.02,16.0,11.2,37.5,Y,107.97
TRK20250000000059,2220131,81246,FedEx Ground Economy,01/25/2025,01/30/2025,139.49,148.3,43.5,41.3,60.1,Y,202.66
TRK20250000000059,2220131,81246,FedEx Ground Economy,01/26/2025,02/03/2025,86.77,93.62,39.7,47.4,71.6,Y,92.48
TRK20250000000059,2220131,81246,FedEx Home Delivery,01/25/2025,01/26/2025,120.78,133.63,19.6,7.4,54.5,Y,218.71
TRK20250000000060,2220134,82087,FedEx Home Delivery,08/01/2025,08/06/2025,149.03,166.32,23.0,6.8,5.1,Y,247.38
TRK20250000000060,2220134,82087,FedEx Ground Economy,07/30/2025,08/05/2025,7.57,8.93,32.1,58.6,68.7,Y,11.54
TRK20250000000060,2220134,82087,FedEx Home Delivery,07/29/2025,08/02/2025,174.78,179.99,53.3,56.2,20.2,Y,284.25
TRK20250000000060,2220134,82087,FedEx Home Delivery,07/31/2025,08/02/2025,82.95,91.43,51.3,48.6,81.0,Y,95.37
TRK20250000000060,2220134,82087,FedEx Ground Economy,07/29/2025,08/04/2025,74.89,80.48,27.8,58.9,35.9,Y,92.91
TRK20250000000060,2220134,82087,FedEx Ground Economy,07/31/2025,08/06/2025,87.97,94.54,37.8,30.8,79.7,Y,132.65
TRK20250000000061,2220140,55684,FedEx Home Delivery,12/24/2025,12/28/2025,39.47,43.13,27.1,32.2,57.1,Y,49.13
TRK20250000000061,2220140,55684,FedEx Home Delivery,12/22/2025,12/27/2025,100.27,101.94,19.3,30.1,84.2,Y,155.41
TRK20250000000061,2220140,55684,FedEx Home Delivery,12/20/2025,12/21/2025,145.18,154.61,9.4,54.9,15.8,Y,241.29
TRK20250000000061,2220140,55684,FedEx Home Delivery,12/23/2025,12/24/2025,177.3,193.27,52.9,33.3,80.5,Y,211.53
TRK20250000000062,2220141,77738,FedEx Ground Economy,06/28/2025,07/01/2025,196.59,211.85,24.8,43.1,55.1,Y,246.29
TRK20250000000062,2220141,77738,FedEx Home Delivery,07/02/2025,07/07/2025,145.31,174.33,12.7,53.7,53.9,Y,189.59
TRK20250000000063,2220142,78634,FedEx Ground Economy,01/21/2025,01/25/2025,118.97,122.96,41.1,49.9,53.5,Y,158.99
TRK20250000000063,2220142,78634,FedEx Home Delivery,01/17/2025,01/18/2025,59.74,65.65,54.7,42.3,85.1,Y,108.22
TRK20250000000063,2220142,78634,FedEx Home Delivery,01/17/2025,01/22/2025,90.29,96.43,56.3,41.4,72.2,Y,69.31
TRK20250000000063,2220142,78634,FedEx Home Delivery,01/21/2025,01/26/2025,68.55,79.38,34.2,22.5,22.7,Y,105.17
TRK20250000000063,2220142,78634,FedEx Ground Economy,01/21/2025,01/24/2025,128.98,145.2,28.5,43.2,14.2,Y,183.93
TRK20250000000063,2220142,78634,FedEx Ground Economy,01/20/2025,01/23/2025,20.58,22.7,6.5,22.7,53.3,Y,27.33
TRK20250000000063,2220142,78634,FedEx Home Delivery,01/17/2025,01/21/2025,83.64,86.44,44.9,6.6,84.1,Y,95.67
TRK20250000000064,2220143,96563,FedEx Ground Economy,11/05/2025,11/10/2025,96.35,111.69,5.9,47.6,15.8,Y,107.7
TRK20250000000064,2220143,96563,FedEx Home Delivery,11/04/2025,11/06/2025,39.76,44.56,30.2,9.8,81.7,Y,38.67
TRK20250000000065,2220145,24482,FedEx Ground Economy,12/17/2025,12/26/2025,83.26,95.22,42.4,12.6,84.3,Y,112.47
TRK20250000000065,2220145,24482,FedEx Ground Economy,12/15/2025,12/24/2025,178.42,212.93,16.0,21.4,88.5,Y,275.02
TRK20250000000065,2220145,24482,FedEx Ground Economy,12/19/2025,12/27/2025,64.71,67.99,58.8,48.8,53.4,Y,101.88
TRK20250000000066,2220147,39504,FedEx Ground Economy,07/01/2025,07/06/2025,122.37,122.41,45.8,31.9,65.8,Y,101.95
TRK20250000000066,2220147,39504,FedEx Home Delivery,07/04/2025,07/05/2025,5.41,5.94,18.5,38.2,14.2,Y,9.85
TRK20250000000066,2220147,39504,FedEx Home Delivery,07/02/2025,07/06/2025,88.65,93.89,51.6,48.1,81.8,Y,161.36
TRK20250000000066,2220147,39504,FedEx Home Delivery,07/03/2025,07/04/2025,197.28,217.18,49.6,9.7,79.7,Y,200.67
TRK20250000000066,2220147,39504,FedEx Ground Economy,07/03/2025,07/06/2025,187.05,208.3,21.7,45.4,43.6,Y,230.82
TRK20250000000067,2220148,33248,FedEx Home Delivery,03/24/2025,03/28/2025,14.53,15.08,54.2,28.1,63.3,Y,15.46
TRK20250000000067,2220148,33248,FedEx Ground Economy,03/23/2025,03/27/2025,139.69,160.5,15.0,34.3,41.9,Y,145.19
TRK20250000000067,2220148,33248,FedEx Home Delivery,03/25/2025,03/26/2025,189.18,211.91,41.0,40.5,70.0,Y,213.78
TRK20250000000067,2220148,33248,FedEx Home Delivery,03/23/2025,03/25/2025,157.63,169.69,17.8,19.2,12.2,Y,220.98
TRK20250000000067,2220148,33248,FedEx Ground Economy,03/23/2025,03/28/2025,87.19,97.64,13.6,24.3,69.7,Y,124.09
TRK20250000000068,2220150,35524,FedEx Home Delivery,01/10/2025,01/14/2025,11.35,11.38,4.6,46.4,48.1,Y,10.05
TRK20250000000068,2220150,35524,FedEx Home Delivery,01/07/2025,01/10/2025,44.35,53.14,17.5,20.9,19.3,Y,64.39
TRK20250000000069,2220151,36639,FedEx Home Delivery,05/05/2025,05/08/2025,37.96,44.29,30.2,41.7,36.2,Y,75.78
TRK20250000000069,2220151,36639,FedEx Home Delivery,05/05/2025,05/10/2025,73.91,81.56,20.5,43.6,76.2,Y,61.1
TRK20250000000069,2220151,36639,FedEx Ground Economy,05/06/2025,05/08/2025,36.03,41.8,38.2,58.9,65.9,Y,30.08
TRK20250000000069,2220151,36639,FedEx Ground Economy,05/07/2025,05/13/2025,79.0,79.95,13.3,50.6,51.7,Y,117.25
TRK20250000000069,2220151,36639,FedEx Ground Economy,05/04/2025,05/08/2025,187.09,216.51,34.3,19.3,50.2,Y,243.93
TRK20250000000069,2220151,36639,FedEx Home Delivery,05/06/2025,05/11/2025,165.86,175.81,59.5,7.8,83.0,Y,168.77
TRK20250000000069,2220151,36639,FedEx Ground Economy,05/04/2025,05/13/2025,175.49,180.19,59.6,7.3,60.6,Y,115.09
TRK20250000000070,2220152,79787,FedEx Home Delivery,03/25/2025,03/29/2025,105.02,110.13,43.8,19.8,86.2,Y,97.78
TRK20250000000070,2220152,79787,FedEx Home Delivery,03/25/2025,03/26/2025,151.0,159.43,50.7,46.0,31.3,Y,258.38
TRK20250000000070,2220152,79787,FedEx Home Delivery,03/26/2025,03/30/2025,112.91,112.98,38.0,14.6,67.8,Y,84.28
TRK20250000000071,2220154,35478,FedEx Ground Economy,11/26/2025,11/29/2025,106.3,118.05,13.4,45.3,67.8,Y,87.72
TRK20250000000071,2220154,35478,FedEx Home Delivery,11/28/2025,12/02/2025,172.38,201.45,47.0,49.0,64.8,Y,251.24
TRK20250000000071,2220154,35478,FedEx Ground Economy,11/26/2025,11/28/2025,115.5,127.31,3.0,34.8,50.1,Y,116.5
TRK20250000000071,2220154,35478,FedEx Home Delivery,11/27/2025,12/02/2025,42.33,46.5,22.1,46.4,35.0,Y,61.18
TRK20250000000071,2220154,35478,FedEx Ground Economy,11/27/2025,12/02/2025,177.66,207.16,15.6,55.9,21.8,Y,282.54
TRK20250000000071,2220154,35478,FedEx Home Delivery,11/27/2025,11/30/2025,139.12,145.93,29.1,33.3,78.1,Y,131.06
TRK20250000000072,2220157,23414,FedEx Ground Economy,08/02/2025,08/04/2025,69.08,82.4,8.5,33.4,30.3,Y,105.72
TRK20250000000072,2220157,23414,FedEx Home Delivery,08/06/2025,08/10/2025,57.18,68.2,25.3,22.1,62.2,Y,66.01
TRK20250000000072,2220157,23414,FedEx Home Delivery,08/04/2025,08/07/2025,5.69,5.93,21.4,39.9,52.4,Y,5.43
TRK20250000000073,2220159,3020,FedEx Home Delivery,10/25/2025,10/28/2025,165.36,193.85,41.0,17.7,88.6,Y,193.5
TRK20250000000073,2220159,3020,FedEx Home Delivery,10/23/2025,10/27/2025,191.89,217.8,4.6,45.3,82.4,Y,233.56
TRK20250000000073,2220159,3020,FedEx Home Delivery,10/22/2025,10/26/2025,187.21,205.19,12.0,26.1,35.2,Y,227.18
TRK20250000000073,2220159,3020,FedEx Home Delivery,10/26/2025,10/31/2025,81.88,82.15,40.0,15.4,57.3,Y,105.61
TRK20250000000073,2220159,3020,FedEx Ground Economy,10/24/2025,10/28/2025,111.8,112.29,53.2,51.5,27.4,Y,72.53
TRK20250000000073,2220159,3020,FedEx Home Delivery,10/26/2025,10/31/2025,11.76,12.96,31.9,37.1,36.9,Y,10.79
TRK20250000000074,2220161,62047,FedEx Ground Economy,05/08/2025,05/14/2025,76.45,86.3,41.0,29.3,30.2,Y,124.58
TRK20250000000074,2220161,62047,FedEx Home Delivery,05/06/2025,05/11/2025,84.03,99.95,12.2,8.6,85.7,Y,153.61
TRK20250000000075,2220164,2172,FedEx Home Delivery,02/22/2025,02/25/2025,78.01,85.26,46.2,44.4,51.6,Y,80.45
TRK20250000000075,2220164,2172,FedEx Home Delivery,02/23/2025,02/28/2025,79.99,80.0,56.4,18.7,76.1,Y,63.19
TRK20250000000076,2220165,15221,FedEx Ground Economy,10/08/2025,10/12/2025,6.2,7.08,30.8,14.1,87.4,Y,5.72
TRK20250000000076,2220165,15221,FedEx Home Delivery,10/10/2025,10/13/2025,57.09,57.57,53.4,32.2,32.5,Y,78.72
TRK20250000000076,2220165,15221,FedEx Home Delivery,10/09/2025,10/11/2025,150.12,150.97,12.0,53.0,41.9,Y,244.84
TRK20250000000076,2220165,15221,FedEx Ground Economy,10/08/2025,10/14/2025,194.32,215.23,26.1,20.2,31.9,Y,282.97
TRK20250000000076,2220165,15221,FedEx Home Delivery,10/09/2025,10/11/2025,188.43,209.46,53.4,20.1,32.7,Y,220.62
TRK20250000000076,2220165,15221,FedEx Home Delivery,10/07/2025,10/11/2025,98.51,112.83,53.8,30.0,16.5,Y,180.1
TRK20250000000077,2220166,26308,FedEx Home Delivery,11/28/2025,12/03/2025,19.65,19.7,19.5,25.7,8.2,Y,23.52
TRK20250000000077,2220166,26308,FedEx Home Delivery,11/26/2025,11/28/2025,82.92,96.03,24.4,43.4,81.5,Y,113.27
TRK20250000000077,2220166,26308,FedEx Ground Economy,11/26/2025,12/03/2025,155.75,181.35,39.3,22.4,69.0,Y,176.64
TRK20250000000077,2220166,26308,FedEx Home Delivery,11/28/2025,12/02/2025,19.62,23.41,11.6,5.2,42.1,Y,37.79
TRK20250000000077,2220166,26308,FedEx Home Delivery,11/26/2025,11/27/2025,95.34,107.85,49.0,42.7,86.9,Y,77.69
TRK20250000000078,2220167,86847,FedEx Ground Economy,10/02/2025,10/06/2025,134.96,144.88,32.1,55.9,65.4,Y,90.28
TRK20250000000078,2220167,86847,FedEx Home Delivery,09/30/2025,10/03/2025,174.18,190.88,46.6,20.4,78.6,Y,191.89
TRK20250000000079,2220168,35084,FedEx Ground Economy,06/10/2025,06/13/2025,29.78,35.28,40.8,18.8,60.8,Y,36.64
TRK20250000000079,2220168,35084,FedEx Home Delivery,06/09/2025,06/14/2025,91.5,101.23,4.3,48.3,35.6,Y,135.76
TRK20250000000079,2220168,35084,FedEx Ground Economy,06/10/2025,06/18/2025,8.93,10.38,56.4,41.1,11.2,Y,14.6
TRK20250000000079,2220168,35084,FedEx Home Delivery,06/12/2025,06/15/2025,64.97,74.4,54.6,17.8,33.9,Y,86.95
TRK20250000000080,2220170,2014,FedEx Ground Economy,11/06/2025,11/12/2025,156.29,181.99,11.9,49.4,57.9,Y,120.48
TRK20250000000080,2220170,2014,FedEx Ground Economy,11/07/2025,11/13/2025,131.53,145.33,45.7,27.7,8.0,Y,96.0
TRK20250000000080,2220170,2014,FedEx Ground Economy,11/07/2025,11/13/2025,72.06,74.66,23.0,33.9,49.2,Y,102.03
TRK20250000000080,2220170,2014,FedEx Home Delivery,11/05/2025,11/06/2025,37.21,41.27,9.0,6.8,81.2,Y,55.75
TRK20250000000081,2220174,61028,FedEx Home Delivery,01/06/2025,01/11/2025,26.94,30.45,5.6,26.8,46.0,Y,25.02
TRK20250000000082,2220176,77469,FedEx Ground Economy,11/01/2025,11/06/2025,195.54,227.51,53.2,9.0,51.8,Y,341.22
TRK20250000000082,2220176,77469,FedEx Ground Economy,10/31/2025,11/09/2025,136.19,152.21,21.3,33.7,6.5,Y,94.83
TRK20250000000083,2220177,3222,FedEx Home Delivery,12/21/2025,12/26/2025,156.12,184.22,12.3,19.6,8.6,Y,312.91
TRK20250000000083,2220177,3222,FedEx Home Delivery,12/21/2025,12/26/2025,26.1,27.82,16.9,14.4,34.1,Y,19.55
TRK20250000000083,2220177,3222,FedEx Home Delivery,12/19/2025,12/20/2025,86.35,87.27,14.4,9.5,71.4,Y,95.01
TRK20250000000083,2220177,3222,FedEx Ground Economy,12/20/2025,12/24/2025,167.86,200.45,17.0,50.0,6.6,Y,231.82
TRK20250000000083,2220177,3222,FedEx Home Delivery,12/18/2025,12/21/2025,169.67,200.96,20.8,48.1,71.3,Y,295.87
TRK20250000000084,2220181,75614,FedEx Ground Economy,01/31/2025,02/05/2025,82.99,88.25,43.9,44.7,31.8,Y,70.26
TRK20250000000084,2220181,75614,FedEx Home Delivery,01/31/2025,02/03/2025,53.15,61.36,38.4,22.4,73.8,Y,46.49
TRK20250000000085,2220184,38776,FedEx Home Delivery,05/11/2025,05/14/2025,98.69,116.64,47.3,49.9,42.9,Y,116.16
TRK20250000000085,2220184,38776,FedEx Home Delivery,05/14/2025,05/18/2025,99.52,108.36,21.6,48.6,73.0,Y,129.24
TRK20250000000086,2220185,40191,FedEx Ground Economy,01/04/2025,01/12/2025,62.48,70.36,23.6,12.2,18.8,Y,78.29
TRK20250000000086,2220185,40191,FedEx Home Delivery,01/03/2025,01/05/2025,23.02,27.25,24.3,55.5,21.9,Y,26.96
TRK20250000000086,2220185,40191,FedEx Home Delivery,01/04/2025,01/06/2025,160.5,191.06,40.9,39.6,65.5,Y,268.52
TRK20250000000086,2220185,40191,FedEx Ground Economy,01/05/2025,01/11/2025,164.91,187.44,56.3,15.1,8.9,Y,271.51
TRK20250000000087,2220186,45689,FedEx Home Delivery,06/15/2025,06/19/2025,1.06,1.16,35.4,12.3,56.6,Y,1.95
TRK20250000000087,2220186,45689,FedEx Ground Economy,06/11/2025,06/19/2025,14.68,14.91,30.3,36.8,22.7,Y,18.6
TRK20250000000087,2220186,45689,FedEx Ground Economy,06/11/2025,06/19/2025,46.35,47.83,52.0,30.6,22.4,Y,66.32
TRK20250000000087,2220186,45689,FedEx Ground Economy,06/11/2025,06/20/2025,1.56,1.67,57.1,51.3,38.3,Y,2.38
TRK20250000000087,2220186,45689,FedEx Home Delivery,06/15/2025,06/18/2025,161.44,178.6,46.8,38.5,35.9,Y,186.99
TRK20250000000087,2220186,45689,FedEx Home Delivery,06/13/2025,06/16/2025,73.96,84.03,18.7,17.8,61.9,Y,61.98
TRK20250000000088,2220190,86386,FedEx Home Delivery,12/18/2025,12/22/2025,171.99,199.84,23.1,14.2,33.3,Y,218.36
TRK20250000000089,2220191,49516,FedEx Home Delivery,08/05/2025,08/10/2025,74.73,82.96,6.3,54.7,69.8,Y,58.86
TRK20250000000089,2220191,49516,FedEx Home Delivery,08/05/2025,08/08/2025,187.06,216.04,43.7,32.9,81.3,Y,312.34
TRK20250000000089,2220191,49516,FedEx Home Delivery,08/05/2025,08/06/2025,18.84,18.87,42.8,44.9,14.9,Y,32.31
TRK20250000000089,2220191,49516,FedEx Home Delivery,08/07/2025,08/08/2025,3.59,4.11,33.2,50.4,20.8,Y,3.77
TRK20250000000089,2220191,49516,FedEx Home Delivery,08/08/2025,08/10/2025,51.77,57.76,29.9,11.2,14.5,Y,69.01
TRK20250000000090,2220192,72935,FedEx Home Delivery,03/18/2025,03/22/2025,121.52,137.45,30.6,36.8,32.2,Y,228.25
TRK20250000000090,2220192,72935,FedEx Home Delivery,03/14/2025,03/17/2025,72.27,73.15,53.5,56.0,79.0,Y,80.0
TRK20250000000090,2220192,72935,FedEx Ground Economy,03/17/2025,03/19/2025,34.37,35.54,8.9,27.2,80.8,Y,32.68
TRK20250000000090,2220192,72935,FedEx Ground Economy,03/18/2025,03/20/2025,185.94,189.74,47.8,38.4,64.3,Y,159.54
TRK20250000000091,2220193,78520,FedEx Ground Economy,02/22/2025,03/02/2025,128.72,151.32,39.6,14.4,39.8,Y,226.62
TRK20250000000091,2220193,78520,FedEx Ground Economy,02/18/2025,02/24/2025,111.9,113.12,19.1,40.4,74.8,Y,70.42
TRK20250000000091,2220193,78520,FedEx Ground Economy,02/18/2025,02/27/2025,156.15,185.62,15.6,53.7,44.9,Y,227.77
TRK20250000000092,2220194,83326,FedEx Ground Economy,10/09/2025,10/14/2025,169.1,174.41,3.8,52.8,86.8,Y,182.58
TRK20250000000092,2220194,83326,FedEx Home Delivery,10/09/2025,10/10/2025,111.44,114.64,23.7,30.7,11.0,Y,84.27
TRK20250000000093,2220197,9222,FedEx Ground Economy,10/26/2025,11/01/2025,135.31,156.49,52.2,12.7,44.4,Y,97.34
TRK20250000000093,2220197,9222,FedEx Ground Economy,10/25/2025,10/28/2025,60.98,65.4,58.5,14.9,22.0,Y,48.32
TRK20250000000093,2220197,9222,FedEx Home Delivery,10/26/2025,10/29/2025,41.59,45.59,47.2,56.2,63.1,Y,45.61
TRK20250000000093,2220197,9222,FedEx Ground Economy,10/27/2025,10/30/2025,128.71,152.29,22.8,27.4,38.4,Y,133.05
TRK20250000000093,2220197,9222,FedEx Home Delivery,10/25/2025,10/26/2025,8.33,8.81,19.9,23.3,8.0,Y,7.0
TRK20250000000094,2220202,5525,FedEx Home Delivery,01/16/2025,01/19/2025,135.32,151.37,49.3,51.8,52.2,Y,167.54
TRK20250000000094,2220202,5525,FedEx Home Delivery,01/16/2025,01/19/2025,30.9,35.15,52.9,40.1,28.3,Y,43.77
TRK20250000000094,2220202,5525,FedEx Ground Economy,01/16/2025,01/20/2025,157.84,166.16,10.6,56.0,54.8,Y,109.06
TRK20250000000095,2220203,20170,FedEx Home Delivery,12/12/2025,12/14/2025,190.29,214.19,14.0,30.3,53.0,Y,358.95
TRK20250000000095,2220203,20170,FedEx Ground Economy,12/13/2025,12/15/2025,24.83,29.13,35.4,13.0,9.8,Y,38.31
TRK20250000000095,2220203,20170,FedEx Home Delivery,12/10/2025,12/12/2025,116.42,128.24,12.1,56.6,62.3,Y,187.71
TRK20250000000095,2220203,20170,FedEx Home Delivery,12/13/2025,12/14/2025,66.8,71.37,22.3,38.3,73.5,Y,54.91
TRK20250000000095,2220203,20170,FedEx Ground Economy,12/11/2025,12/15/2025,44.24,48.38,11.9,27.1,6.7,Y,41.03
TRK20250000000095,2220203,20170,FedEx Home Delivery,12/14/2025,12/17/2025,33.5,39.16,46.6,15.0,89.1,Y,44.11
TRK20250000000095,2220203,20170,FedEx Home Delivery,12/11/2025,12/16/2025,48.97,57.35,27.2,48.0,59.1,Y,73.83
TRK20250000000096,2220204,35351,FedEx Ground Economy,01/24/2025,01/26/2025,62.74,69.27,52.0,15.5,65.0,Y,96.66
TRK20250000000096,2220204,35351,FedEx Home Delivery,01/28/2025,01/29/2025,173.96,186.7,41.2,17.7,14.4,Y,285.28
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/20/2025,05/22/2025,61.63,73.07,53.9,31.3,88.6,Y,117.44
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/19/2025,05/21/2025,84.67,95.89,39.6,44.4,72.4,Y,136.82
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/21/2025,05/24/2025,143.34,164.18,20.5,38.5,13.9,Y,128.49
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/20/2025,05/24/2025,194.38,219.03,51.5,19.3,47.7,Y,229.64
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/17/2025,05/18/2025,131.62,145.6,3.2,12.0,24.5,Y,101.98
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/19/2025,05/24/2025,47.16,47.19,49.4,13.1,35.1,Y,57.43
TRK20250000000097,2220205,73036,FedEx Home Delivery,05/20/2025,05/21/2025,125.63,149.06,54.9,54.5,19.2,Y,191.67
TRK20250000000098,2220207,54907,FedEx Home Delivery,10/03/2025,10/05/2025,71.15,84.65,21.9,45.3,84.2,Y,139.27
TRK20250000000098,2220207,54907,FedEx Home Delivery,10/05/2025,10/09/2025,104.03,112.99,45.3,6.7,23.3,Y,91.32
TRK20250000000098,2220207,54907,FedEx Home Delivery,10/04/2025,10/06/2025,120.94,127.82,54.4,44.8,51.4,Y,179.37
TRK20250000000098,2220207,54907,FedEx Ground Economy,10/05/2025,10/08/2025,151.27,155.42,41.1,34.5,20.8,Y,104.3
TRK20250000000099,2220208,41642,FedEx Home Delivery,07/23/2025,07/27/2025,17.51,18.0,2.6,32.4,50.6,Y,23.96
TRK20250000000099,2220208,41642,FedEx Home Delivery,07/20/2025,07/22/2025,35.12,39.63,30.5,9.9,41.5,Y,45.88
TRK20250000000099,2220208,41642,FedEx Ground Economy,07/21/2025,07/26/2025,46.3,46.68,3.3,27.2,36.9,Y,57.66
TRK20250000000099,2220208,41642,FedEx Home Delivery,07/22/2025,07/25/2025,159.09,176.21,52.5,48.4,18.4,Y,219.98
TRK20250000000099,2220208,41642,FedEx Home Delivery,07/24/2025,07/27/2025,56.82,65.8,57.6,17.3,19.6,Y,70.66
TRK20250000000099,2220208,41642,FedEx Home Delivery,07/21/2025,07/26/2025,193.9,201.03,24.6,49.2,82.8,Y,286.03
TRK20250000000099,2220208,41642,FedEx Ground Economy,07/22/2025,07/27/2025,19.0,21.3,30.5,31.3,89.9,Y,18.0
